[mean success],blue_jet_speed,red_jet_speed,blue_jet_sensor_range,red_jet_sensor_range,blue_AEW&C_speed,red_AEW&C_speed,blue_AEW&C_sensor_range,red_AEW&C_sensor_range,blue_GBAD_speed,red_GBAD_speed,blue_GBAD_sensor_range,red_GBAD_sensor_range,blue_GBAD_weapon_range,red_GBAD_weapon_range,blue_AWD_speed,red_AWD_speed,blue_AWD_sensor_range,red_AWD_sensor_range,blue_AWD_weapon_range,red_AWD_weapon_range,blue_subs_speed,red_subs_speed,blue_subs_sensor_range,red_subs_sensor_range,blue_subs_weapons_range,red_subs_weapons_range,AIM120-PK,AIM120-Range,AIM9-PK,AIM9-Range,AGM88-PK,AGM88-Range,AWD-PK,GBAD-PK
0,2506.433192,1773.428584,65.96849365,95.1833045,262.550467,1259.628447,394.9947908,315.2659028,17.80769514,4.53208493,104.8258522,166.9497276,212.2689496,119.232242,38.20215872,47.96571461,262.5771732,291.298233,239.9416924,130.2961175,43.97343463,51.36827478,258.2600756,99.12368717,253.2848712,191.7573463,0.48,77.65527159,0.49528602,21.22003092,0.856108253,105.5440874,0.721396963,0.698106905
0,2305.214174,1879.92838,67.16207762,154.7871622,750.7548923,496.313769,576.5741592,293.0096165,35.94756186,46.54731504,125.5233681,120.311327,172.1772484,146.9649902,57.42564873,50.65314091,152.2797229,284.8511713,186.9786415,105.6740217,43.42734369,28.29994348,122.3856006,75.19652704,76.77629263,80.37728982,0.962309537,118.1019618,0.98,29.49474814,0.549531361,114.2089318,1,0.781173578
0,2130.625987,1666.446873,32.65913589,61.31684654,1464.855984,1073.852352,218.4945646,431.5938315,11.41492373,31.52085337,175.7570484,61.79548034,196.6807287,201.9172471,38.98735001,34.25879646,100.70961,198.2841031,117.5568634,108.4324895,38.19503726,46.61654487,200.9803763,71.90043822,90.20905231,78.34836771,0.48,130.3517415,0.48,33.74791071,0.992068747,140.2555145,0.578474302,0.5
0,2394.989285,2608.556863,174.9613965,146.602095,1455.648323,622.9969185,533.9007189,369.2742572,34.76496322,6.260171871,112.8089772,60.68345759,90.22806507,79.72463385,37.68785885,53.72924747,291.4715905,295.7128846,181.7135493,183.4270179,41.9215615,30.79368912,196.4896719,122.7804425,83.44351164,108.2143404,0.848005009,126.6588627,0.98,28.08237066,0.5,94.19924396,0.669387918,0.827430385
0,2285.80014,1322.101543,35.86310093,114.3761659,1368.412922,857.9210036,547.9689131,213.5672277,44.94019137,18.84803796,144.5391574,167.2021112,143.4775867,217.071309,53.36802711,56.79058853,173.8860195,264.0383701,145.9101005,137.0728828,35.77415137,52.66732861,86.12637572,149.0470813,138.627164,153.3207999,0.48,83.12372648,0.566386597,34.00184528,0.827144159,91.19093867,0.5,1
0,2328.829123,2670.463378,168.3234461,47.82298575,1054.415746,1045.12804,447.8709333,456.2631781,4.703745081,12.88707901,141.8160607,177.4424235,202.251844,91.15449451,31.80529293,42.74708363,98.87430413,182.5844776,103.7569487,233.3664784,30.05679386,38.6314637,145.3985325,200.7206734,130.3846259,245.4022396,0.98,86.93393187,0.48,28.00200156,0.5,136.4870038,0.5,0.872001956
0,2690.354111,2634.952067,157.6241422,143.8424453,610.2510114,375.5270873,159.178019,574.9556657,26.39763094,29.42898128,64.76407835,193.2416998,80.19063496,122.0123696,39.58700775,30.34739202,241.1164713,294.9405704,115.6947464,241.1858133,44.80123478,40.63390434,227.1334117,235.9924392,179.2466548,189.7968612,0.931879968,97.99138654,0.98,21.16603437,0.883133481,89.48282755,0.5,0.758489283
0,1860.84108,1841.42223,113.1115042,152.3557553,136.5035987,327.6250466,207.1012584,627.4753544,21.0488902,37.31117515,102.8868774,187.765262,141.0679915,177.6619976,35.14045586,52.67820703,111.9004583,256.0634047,191.8568229,244.2492601,34.11988354,48.1523771,140.4451088,79.12638628,183.7768996,202.0449008,0.607856004,110.8918916,0.650130415,20.73053582,0.769746279,84.42028857,0.625505706,1
0,2415.414073,1601.311498,175.2146201,173.9803894,1228.259478,907.9590394,426.2353688,158.7984675,38.85381104,24.17632372,142.559739,64.89696523,220.7426978,73.604072,39.64152736,41.37020855,203.8951164,96.29579315,159.0463181,107.1531282,34.53793811,30.66774879,92.82090267,175.1842638,120.6817263,190.8674494,0.874740213,118.7044246,0.554897966,32.06565672,1,68.39492549,0.705273526,0.5
0,1602.416032,2728.392121,131.033526,92.67788168,1382.751345,468.0336222,449.309371,473.7587304,30.12348727,37.56252118,160.5140544,116.1439598,177.7716308,155.5463028,31.04575107,46.44314184,52.08266193,176.7517103,123.3324117,157.8721042,27.50856432,28.10306675,164.7102908,201.5765482,79.82221933,204.3704754,0.48,97.31397854,0.98,23.9526251,0.665624089,133.3679624,0.5,0.982511476
0,2119.355681,1751.038614,110.5738958,52.52587979,1076.202448,1240.15173,366.055768,252.2550528,39.70101035,13.88763834,167.8057669,181.7908025,123.2177637,131.9374059,37.14743325,48.32158803,197.6909837,181.7029826,200.4479977,235.5137798,29.27165288,45.79341643,131.8918611,110.2491568,226.165303,199.8847189,0.872096448,121.4590421,0.98,31.57364543,0.968016638,77.54532897,0.5,0.860539383
0,2470.020712,1274.165635,81.73029711,159.6106835,1524.630245,1170.294186,605.4967234,561.601941,39.17923236,39.96915592,179.5059488,126.4247335,206.3090016,101.5590221,51.68194936,53.72029622,82.17679088,282.2240576,106.9798705,224.6785788,31.08036045,36.69458113,123.0979332,257.1501148,166.611476,75.61762323,0.868944955,83.49486808,0.551866396,33.03814457,0.50626568,123.0433629,0.690611518,0.976605069
0,2631.181424,1569.968955,137.0903409,99.76399534,1099.070978,239.4259483,566.8917388,309.4960768,37.79277555,34.83592766,82.45410328,63.11723629,173.9988015,155.2117314,49.50220427,45.80927448,211.7135348,90.47607082,132.2433248,149.7796535,40.20911739,28.14095471,203.2602136,234.861505,223.4308014,233.1844031,0.48,119.3822037,0.73282489,33.15082114,0.5,112.7117082,0.73291342,0.74056874
0,1745.155241,1606.413905,154.3879614,122.8471312,1465.264206,1508.09394,467.8891903,581.3602585,47.71182438,28.44050878,78.3098637,172.4824238,116.0959709,191.5382874,38.57275758,38.53784878,118.453247,222.473405,218.5286904,244.8548915,41.96413399,44.37911655,171.2557158,141.0136706,92.96882981,235.5223479,0.676938249,127.7112231,0.884043824,35.55938407,0.583611059,119.5674089,0.779963973,0.5
0,2289.503986,2648.725031,101.1612222,58.99811199,732.1178124,1319.278661,337.7088258,492.4371302,19.78430911,41.08972086,131.1076571,101.7280755,168.8762678,144.8141125,55.46948439,42.26916409,251.5765593,140.0572822,181.545769,236.0190283,47.70862211,45.72948367,194.3401666,109.0388414,198.1064161,157.264101,0.723682996,125.9720081,0.50548322,35.40814761,0.593606135,102.6009268,0.551382966,0.658679085
0,2429.242158,2723.554527,71.30456991,99.23863236,1306.826083,1268.398095,307.1346749,570.3505975,44.59486541,35.33008085,89.40417712,105.3987252,99.19578495,121.8772621,53.79716094,58.32799056,196.5957963,123.7131415,107.8680571,239.0369981,39.04485922,45.22582392,240.5552891,94.59937517,130.0881567,255.6475155,0.837070082,118.6512516,0.48,28.60609925,1,135.5432357,0.5,0.873099402
0,2590.567634,1407.485769,44.7991095,93.65513712,1558.848224,719.0050957,193.6680317,286.8638682,41.84801237,22.38209238,51.06376684,88.07194055,84.3904438,106.1556354,47.70166599,36.28130751,105.9278967,135.9525894,181.445216,123.5601772,35.83984351,47.27904972,125.4881821,206.7280158,261.7806887,160.6430911,0.48,85.68840775,0.98,33.68722913,0.964315238,137.2587136,0.726190859,1
0,1281.739539,2394.183027,146.9644398,177.7271342,1303.778603,883.1896661,487.8991369,564.3183216,12.5849014,32.54755552,105.8510087,107.0825518,187.9253508,184.9173392,35.11356991,50.65521134,283.422189,226.5969156,121.4450244,200.5980895,25.33316749,39.74408716,208.4071083,88.59895951,247.1339971,138.0503358,0.717094657,87.54814718,0.48,35.19643509,0.5,118.4898135,1,0.5
0,2109.64807,2129.772181,50.78897555,95.76494245,791.4246184,1546.65554,452.5199009,413.6930942,20.21443191,18.08364059,137.774009,114.8799361,107.7050178,210.0646516,46.99382505,43.20384251,122.3858474,212.3263908,225.8383207,182.6810744,28.1078502,38.0093348,122.6227487,100.4213935,184.953469,116.5049466,0.48,112.9618899,0.48,32.35821114,0.791881515,83.66301225,0.52492687,0.812494459
0,2500.735596,2589.054631,34.13195046,107.7112556,750.0220983,1394.076429,213.561744,526.2792349,15.4644253,4.100671178,49.73871971,121.5824266,108.6484142,190.8655009,30.03639331,34.89965922,168.295852,252.614805,225.4598364,111.2419533,26.51842666,41.10770885,67.12533505,154.2195163,238.1046737,76.99444582,0.48,104.6208524,0.98,33.1363301,0.570664961,79.85173955,0.5,0.5
0,1410.848409,1711.547226,166.8383939,164.465458,953.8075952,955.0837113,179.0225311,163.4540337,0.46887887,2.723475247,103.8715575,55.93256089,161.7929339,93.57993681,47.40048447,59.06191943,72.06181613,97.38350937,157.1229037,153.7171405,41.99983091,34.93955195,172.5323908,240.8268685,140.6817839,259.69073,0.48,124.555138,0.570798695,27.09208622,0.672917897,86.77971544,1,0.708631033
1,2391.151288,1973.37017,144.3745451,58.06192116,1156.132543,1034.122308,466.0631005,324.1956124,8.543845956,44.08073287,152.9966501,50.31330462,198.2547419,153.5907765,42.61672579,37.47818822,155.1211391,190.6524773,112.397465,223.0637884,25.29543428,40.29870407,230.8193961,181.3562722,204.1204603,136.3479479,0.484003305,81.0947522,0.960503213,29.83389454,1,113.4116199,0.602649934,1
0,1459.514976,1874.932631,52.9972164,153.8300637,1065.114912,858.233643,571.0441042,365.9668868,46.02417507,16.38741902,173.4866246,192.9897653,111.1358904,88.25277483,48.68310245,40.25352374,278.2258195,99.5557875,216.8428792,106.8132333,38.88726074,52.99317096,218.9847981,108.0079995,175.0000021,98.89207275,0.573824754,100.3145497,0.597782695,19.38063657,1,96.29159721,1,0.755525213
0,2031.534405,2335.141695,45.6200608,159.0156321,558.4560346,414.8765775,308.9141774,260.5749318,33.39214044,48.89545163,108.0535965,139.4371448,85.17847833,77.92246188,42.2964914,32.14346662,196.5885489,103.3257218,222.7163273,188.0354592,42.91481509,40.99863437,71.9488558,131.6959644,214.7057053,76.28124758,0.48,125.5402409,0.832256379,22.09019552,0.859612218,107.2351593,0.5,1
0,1360.851787,2497.831985,51.30298333,82.15261944,1406.549329,596.1146223,401.6495496,301.7267137,23.74887381,23.80587309,172.8273906,185.9348241,79.08881434,154.6788589,51.5238563,53.77077963,149.5649798,169.0866704,156.2088116,217.9426563,27.18300123,38.22657116,231.0197856,117.6902372,223.7123521,81.49947025,0.820764951,131.5728309,0.949193177,30.37110712,0.949984501,77.69224992,0.882688375,1
0,1358.177121,1334.200996,154.7338366,102.964315,146.9024509,909.4721507,219.7961009,465.0875766,1.91460377,37.26520199,91.21444604,57.70362305,138.3670342,134.5083435,33.2246463,50.72728809,177.8856537,279.0207725,160.5497223,124.2790699,31.41480511,27.48109806,174.753994,164.4912154,169.772303,103.6658457,0.530330758,78.12391627,0.98,25.41648028,0.853445001,124.7572524,1,1
0,2366.975489,2656.740873,36.83665765,76.78646837,601.774218,1105.209778,311.0150727,234.2752935,36.25309922,3.124779341,166.8267187,136.1378638,166.4796311,93.97694662,46.56863131,47.15423402,157.2234021,156.5908406,138.4286524,230.684684,25.1758133,27.02542954,245.4508893,107.4049658,260.3486982,267.7570141,0.645320088,103.0850306,0.929698817,24.47322537,0.859088844,127.0734788,1,0.670142333
0,1492.748165,1561.824646,82.78877461,158.7132779,495.4168667,1192.141608,489.3476759,301.1034313,42.66986793,33.33661366,146.7792421,103.9329821,150.8452572,156.3329762,49.88793252,36.21818425,234.6152627,286.4565786,131.0709292,232.4602635,30.43773076,51.1958079,161.3569768,97.09802244,253.4932786,227.7968972,0.739160529,109.1766529,0.875518832,27.47606918,0.784954381,91.59375947,1,0.935279848
0,2438.626356,1344.954301,45.50423306,158.310474,995.2781528,439.3083869,156.6109001,608.605462,16.49556656,8.69469787,105.1270146,104.6676033,107.0968976,176.6343066,57.25743289,51.04998149,227.2676413,275.7152823,189.482667,117.1581633,50.17551625,44.91311099,94.11676677,158.5634392,109.7981845,139.2691773,0.98,93.13140319,0.873103391,35.06788989,1,109.8567215,1,1
0,1513.987986,1431.291345,50.09831162,101.3690409,1456.492729,847.7040266,486.6743758,294.3217279,17.77412683,36.06004945,115.4670964,88.20659294,114.977295,137.102537,55.34480412,57.0279434,181.2642241,136.5632003,168.248145,146.4632747,24.85490867,43.54895419,264.9465623,226.1378869,197.6831686,246.1579383,0.911497612,98.8881782,0.562301163,20.41565391,0.845258852,117.7254736,0.5,0.81878292
0,2686.954319,2081.591905,77.76325626,41.83478453,837.9686212,920.4754168,333.2184387,180.9442922,13.08611664,4.621824698,58.67342225,139.0308757,74.06891819,168.0406817,43.87624095,46.15201827,113.6083095,210.7821458,231.5701224,145.2307156,49.39443331,32.0825687,87.9048854,94.04857806,71.28114296,256.5282177,0.48,130.4260526,0.728154792,28.03501724,0.5,110.9873946,0.932730228,0.778934441
0.96,2148.335786,2265.358547,148.8163617,67.98199265,299.927987,1346.549219,446.4117393,350.4997279,11.330785,8.949616984,173.240456,126.4585171,140.3880802,114.152485,35.41927036,31.85023472,269.1009612,185.1058014,136.2878878,223.206842,33.43876101,41.46168821,114.2367075,156.082543,109.2869268,249.1326186,0.723411518,135.6478506,0.98,31.34775273,0.86664267,128.3680766,0.646620498,0.652206062
0,2295.248741,2519.973436,124.1570594,43.78892888,315.1025255,275.064951,543.3444772,551.366549,4.264852015,46.22314815,49.40826421,117.9909508,134.6255702,192.0395909,38.65429378,30.85531319,68.56561179,163.7002556,226.0845232,194.8628219,43.21910526,47.15170744,115.3228797,209.8897423,260.8111587,185.2660046,0.8596168,84.66119407,0.728763464,30.0751291,0.766257281,88.71932237,0.5,1
1,1955.351194,2182.893805,155.9882529,67.305356,1182.674,428.8873394,175.5812931,531.1894266,20.40989966,17.78544531,70.25073762,90.98166816,74.48580223,97.04373938,36.91895323,54.44453693,296.0216977,121.3532956,187.5050416,179.4622019,50.18523441,32.73452684,250.9099051,233.606199,150.8144029,221.4888384,0.98,100.4573549,0.754421739,34.20607353,0.686943016,98.76046071,1,0.54746426
0,2685.734695,2078.09585,91.93984388,45.82269239,577.0895383,1330.189506,617.0236016,294.0041128,14.17811917,37.55751966,138.7433118,55.99768068,76.28324075,204.102585,43.57428089,41.18235396,197.8265044,72.31808414,172.9722564,152.1545644,42.91427337,30.5674692,71.85214995,72.97884641,191.1260803,252.933888,0.632283939,102.3702895,0.908890947,26.46425565,0.683731308,88.09023869,0.926754186,0.824405014
1,2383.138828,2138.082162,171.6396397,38.41707101,202.4146624,873.7201116,213.6203241,153.8634204,5.655513298,20.56268001,122.59807,88.74649024,143.6874636,112.8507954,35.08301809,36.49542762,181.4513241,206.0102936,132.2214984,221.7875658,43.42947344,41.94406904,183.0400921,210.5427419,128.0196051,262.214864,0.687317372,86.63595397,0.485075107,32.43340919,1,110.9826366,0.5,0.5
0,1277.111239,2212.987052,126.9659193,58.5267452,427.140248,492.0112038,577.1181389,586.4821546,33.57613536,6.9282492,172.651821,144.0832901,81.92401002,128.97997,31.81066695,58.49085947,70.91711271,127.1666271,228.462385,175.1410207,44.02408154,44.97672386,229.0722192,247.3571867,200.0252639,111.3892273,0.98,116.6943507,0.515884477,22.28045003,0.766581706,107.544459,0.800832725,0.551130331
0,1810.550148,1520.333452,31.59431066,151.4089684,1522.283514,226.4893888,348.5153169,296.9701186,23.95349598,43.39027285,117.7903299,63.23919581,185.0465588,140.0135649,48.03760307,51.64152349,76.65707425,293.9950899,184.8190346,112.4541142,52.09255858,48.55993739,252.9140394,93.18869686,195.9597869,122.0663904,0.616188816,100.2992163,0.736123284,20.45230284,0.769651513,72.11960886,1,0.612787512
0.62,2326.340007,1363.520729,122.8040692,69.26747122,1170.432304,679.8769459,315.1225322,302.9433742,14.09150357,4.659453509,187.1695597,62.44958198,88.50071241,155.7280333,50.06158756,54.01047953,180.710087,219.2321598,133.2148913,134.8667557,26.90854498,27.65531828,238.3160401,222.1259892,89.77285509,106.7077746,0.630617935,102.1019512,0.491481307,24.58793298,1,126.5593125,0.5,0.820863553
0,2138.504637,1519.556946,48.31507233,32.50038754,1492.489857,1354.584016,186.609211,528.9756631,17.39002776,11.51653465,109.1189212,101.0105253,185.8505696,130.6654252,56.06051173,57.59165689,108.805999,90.6135012,138.0675057,143.990909,48.36362878,41.48755389,207.9691069,180.0261895,124.4199748,197.6563686,0.856789617,97.98835675,0.98,20.42848111,0.651234081,115.9407188,1,0.688937339
0,1552.410182,1644.092294,141.5411577,126.1313258,191.6510486,743.69728,601.9062842,428.2894025,9.568270023,38.0497369,60.65857289,169.0524721,167.7250133,165.6592465,55.61240454,55.37853854,210.8351393,93.7766898,125.0985316,215.1142455,48.41520572,24.04027571,242.7813188,253.3879987,185.6866636,250.73034,0.667683241,85.14078175,0.54103269,29.84907086,0.755285035,76.86554116,0.599708011,1
0,2478.480932,2617.639225,120.1017739,142.7026738,676.7757889,848.5171979,208.126371,322.4861981,20.5297819,25.0263693,94.55690785,48.33975397,212.4744305,106.8398366,51.44854823,33.95935959,270.4618532,246.2754795,136.4701865,151.9035227,29.53053285,26.55495311,144.0389839,105.0574907,217.0782679,248.0842289,0.524571663,137.5018236,0.806832538,27.29065893,0.5,102.675108,0.868755131,0.614361089
0,1399.276185,1877.154663,114.2027883,134.6948847,970.9818722,446.7091302,211.5772481,446.8085713,45.21691758,10.27837033,70.41088308,59.54543457,138.2823926,197.7567994,35.60574799,49.72970662,65.58611747,91.60784273,129.4982743,116.7447912,38.85526547,50.12055736,91.80017222,187.5926294,177.8272484,242.1461379,0.51779537,131.795376,0.48,24.44080214,0.850439552,85.43576828,0.828318099,0.509011528
0,2379.540073,2544.672931,52.39810188,128.5439323,820.5310063,793.2158001,339.5485151,162.586397,36.71609241,2.766360051,64.63622127,192.3394989,149.7591974,127.3967269,54.4332243,32.9286175,255.6618805,79.03958817,98.90365732,97.50691843,34.18351867,53.52423299,181.3037856,108.1689514,187.0655862,162.1137297,0.625119155,118.2658145,0.48,35.24027889,0.867228961,106.0890405,0.5,0.5
0,1302.506909,1987.014485,83.98944269,99.31694064,237.4678242,781.9778439,226.4253831,389.6346104,16.66287821,47.61557674,137.8333746,134.0192954,180.2280795,78.88996831,34.80714987,31.2778285,59.04538314,239.7370822,167.6522363,108.1971458,42.82894149,33.10278103,140.7229302,162.1999311,130.5886707,244.7281364,0.516710769,77.53005246,0.597316982,25.25196495,0.664530614,139.0467892,1,0.958452489
0,2479.795153,2061.265292,62.66062002,148.9836653,125.077298,546.4156894,341.3548748,262.5166017,13.76114359,32.55347653,115.432969,140.6760439,71.32730487,86.4716702,34.06979816,40.07058349,69.39880247,291.4176472,125.41022,135.5004021,44.41224445,47.66460134,109.5289704,104.0341361,76.87845039,209.8187941,0.770923595,112.2412082,0.98,36,1,79.55631154,0.916193887,1
0,2163.760533,2068.349456,34.33868147,128.6531873,1099.069053,678.5643525,595.8805306,153.325283,20.7586474,47.04281053,171.5167068,95.0078228,180.3254211,212.7555646,41.62667453,54.8768416,257.690892,209.2804189,220.4606218,188.4584818,38.70989705,37.63943539,107.7331922,101.1014724,220.4004045,206.3403319,0.680378727,81.50662485,0.98,29.20570783,0.689030151,118.8803291,1,0.750086895
